primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes
The Big Shot,1942,82,"Crime,Drama,Film-Noir",6.7,1449
The Big Street,1942,88,"Drama,Music,Romance",6.4,1970
Black Dragons,1942,64,"Horror,Thriller,War",4.3,1386
The Black Swan,1942,87,"Adventure,Drama",6.7,5454
The Boogie Man Will Get You,1942,66,"Comedy,Horror",5.8,1461
Bowery at Midnight,1942,61,"Crime,Horror,Thriller",5.3,1424
Captains of the Clouds,1942,114,"Action,Drama,War",6.4,1943
Casablanca,1942,102,"Drama,Romance,War",8.5,647202
Castle in the Desert,1942,62,Mystery,7.0,1555
Cat People,1942,73,"Fantasy,Horror,Thriller",7.2,28163
There Was a Father,1942,94,Drama,7.5,3428
The Corpse Vanishes,1942,64,"Horror,Sci-Fi",4.6,3775
Crossroads,1942,83,"Crime,Drama,Film-Noir",6.7,1959
Desperate Journey,1942,107,"Drama,War",6.9,2781
Edge of Darkness,1943,119,"Drama,War",7.2,3357
Eyes in the Night,1942,80,"Crime,Mystery",6.7,2152
The Falcon Takes Over,1942,65,"Comedy,Crime,Mystery",6.4,1348
The Falcon's Brother,1942,63,"Crime,Drama,Film-Noir",6.4,1128
Fingers at the Window,1942,80,"Crime,Drama,Film-Noir",6.3,1247
Spitfire,1942,90,"Adventure,Biography,Drama",7.0,2295
Flying Tigers,1942,102,"Action,Drama,Romance",6.7,4500
For Me and My Gal,1942,104,"Musical,Romance,War",7.0,4101
Gentleman Jim,1942,104,"Biography,Drama,Romance",7.5,4492
George Washington Slept Here,1942,93,Comedy,6.9,2071
The Ghost of Frankenstein,1942,67,"Drama,Horror,Sci-Fi",6.1,7833
The Glass Key,1942,85,"Crime,Drama,Film-Noir",7.0,7801
Grand Central Murder,1942,73,"Comedy,Crime,Drama",6.5,1238
The Hard Way,1943,109,"Drama,Music,Romance",7.1,1685
Hitler's Children,1943,82,"Drama,Romance,War",6.4,1058
Holiday Inn,1942,100,"Comedy,Drama,Music",7.3,19028
I Married a Witch,1942,77,"Comedy,Fantasy,Romance",7.1,10608
In Old California,1942,88,Western,6.3,1690
In This Our Life,1942,97,Drama,7.3,5571
In Which We Serve,1942,115,"Drama,War",7.2,6930
Invisible Agent,1942,81,"Adventure,Horror,Romance",5.9,2976
Journey Into Fear,1943,68,"Drama,Film-Noir,Thriller",6.5,5095
Journey for Margaret,1942,81,"Drama,Romance,War",7.3,1014
The Jungle Book,1942,108,"Action,Adventure,Family",6.7,4975
Keeper of the Flame,1942,100,"Drama,Mystery",6.7,3577
Kid Glove Killer,1942,74,"Crime,Drama,Film-Noir",6.8,1260
Kings Row,1942,127,Drama,7.5,5349
"Larceny, Inc",1942,95,Comedy,7.3,3345
The Mad Monster,1942,77,"Drama,Horror,Romance",3.6,2061
The Magnificent Ambersons,1942,88,"Drama,Romance",7.6,28375
Carnival of Sinners,1943,80,"Fantasy,Horror",7.3,1959
The Major and the Minor,1942,100,"Comedy,Romance",7.3,8295
The Male Animal,1942,101,"Comedy,Romance",6.6,1529
Manpower,1941,104,"Comedy,Drama",6.6,1863
Moontide,1942,94,"Crime,Drama,Film-Noir",6.8,2553
Mrs. Miniver,1942,134,"Drama,Romance,War",7.6,20867
The Mummy's Tomb,1942,61,"Drama,Fantasy,Horror",5.5,4255
My Favorite Blonde,1942,78,Comedy,7.0,1730
My Sister Eileen,1942,96,Comedy,7.0,1919
Night Monster,1942,73,"Adventure,Crime,Drama",6.2,2052
"Now, Voyager",1942,117,"Drama,Romance",7.8,20399
Once Upon a Honeymoon,1942,117,"Adventure,Comedy,Drama",6.4,3464
One of Our Aircraft Is Missing,1942,82,"Action,Adventure,Drama",7.0,2912
Orchestra Wives,1942,98,"Drama,Musical,Romance",6.8,1212
Obsession,1943,140,"Crime,Drama,Romance",7.6,8908
The Palm Beach Story,1942,88,"Comedy,Romance",7.4,13627
Pardon My Sarong,1942,84,Comedy,6.8,2526
Pittsburgh,1942,92,"Action,Drama,Romance",6.4,1681
Why We Fight,1942,52,"Documentary,War",7.0,2550
The Pride of the Yankees,1942,128,"Biography,Drama,Romance",7.6,12730
The Courtyard of the Ballads,1942,121,"Comedy,Musical",7.8,1344
Random Harvest,1942,126,"Drama,Romance",7.9,9083
Reap the Wild Wind,1942,123,"Action,Adventure,Drama",6.6,3787
Reunion in France,1942,104,"Drama,Romance,War",6.3,1995
Ride 'Em Cowboy,1942,82,"Comedy,Drama,Western",6.5,1840
Rings on Her Fingers,1942,86,"Comedy,Crime,Romance",6.6,1222
Rio Rita,1942,91,"Comedy,Music,War",6.1,1332
Road to Morocco,1942,82,"Adventure,Comedy,Family",7.0,6145
Roxie Hart,1942,75,Comedy,6.9,2063
Saboteur,1942,109,"Drama,Thriller,War",7.1,29371
Sherlock Holmes and the Secret Weapon,1942,68,"Adventure,Crime,Drama",6.5,7204
Sherlock Holmes and the Voice of Terror,1942,65,"Crime,Horror,Mystery",6.4,5632
Somewhere I'll Find You,1942,108,"Drama,Mystery,Romance",6.1,1022
Son of Fury: The Story of Benjamin Blake,1942,98,"Drama,Romance",7.1,2004
The Spoilers,1942,87,"Drama,Western",6.7,3559
Tales of Manhattan,1942,118,"Comedy,Drama,Romance",7.3,2723
The Talk of the Town,1942,118,"Comedy,Drama,Romance",7.5,9753
Tarzan's New York Adventure,1942,71,"Action,Adventure",6.5,3810
Kate & Leopold,2001,118,"Comedy,Fantasy,Romance",6.4,92914
Went the Day Well?,1942,92,"Thriller,War",7.5,4733
This Above All,1942,110,"Drama,Romance,War",6.6,1535
This Gun for Hire,1942,81,"Crime,Drama,Film-Noir",7.4,11411
To Be or Not to Be,1942,99,"Comedy,Romance,War",8.1,48722
To the Shores of Tripoli,1942,86,"Drama,Romance,War",6.0,1071
Tortilla Flat,1942,105,"Comedy,Drama,Romance",6.2,2180
The Undying Monster,1942,63,"Drama,Horror,Mystery",6.1,1711
The Devil's Envoys,1942,115,"Drama,Fantasy,Romance",7.2,2605
Wake Island,1942,88,"Action,Drama,War",6.7,2447
Who Done It?,1942,77,"Comedy,Mystery",7.3,2893
Woman of the Year,1942,114,"Comedy,Drama,Romance",7.1,11648
Yankee Doodle Dandy,1942,126,"Biography,Drama,Family",7.6,17840
You Were Never Lovelier,1942,97,"Comedy,Musical,Romance",7.2,4422
Above Suspicion,1943,90,"Drama,Thriller,War",6.5,2679
Action in the North Atlantic,1943,126,"Drama,War",7.0,4874
The Adventures of Tartu,1943,103,"Drama,Romance,Thriller",7.0,1205
Air Force,1943,124,"Action,Drama,History",7.0,4132
Air Raid Wardens,1943,67,Comedy,6.1,1275
Angels of Sin,1943,80,Drama,7.2,1931
The Ape Man,1943,64,"Drama,Horror,Sci-Fi",4.4,1612
Background to Danger,1943,80,"Drama,Thriller,War",6.4,1784
Bataan,1943,114,"Drama,History,War",6.9,2888
Batman,1943,260,"Action,Crime,Family",6.0,2697
Best Foot Forward,1943,94,"Comedy,Musical",6.4,1074
Cabin in the Sky,1943,98,"Comedy,Drama,Fantasy",7.1,3765
Calling Dr. Death,1943,63,"Drama,Film-Noir,Horror",6.1,1392
Captive Wild Woman,1943,61,"Horror,Sci-Fi",5.4,1154
Commandos Strike at Dawn,1942,98,"Drama,History,War",6.5,1083
The Constant Nymph,1943,112,"Drama,Music,Mystery",6.7,1692
Le Corbeau,1943,92,"Crime,Drama,Mystery",7.8,11710
Crash Dive,1943,106,"Drama,Romance,War",6.4,1920
The Cross of Lorraine,1943,90,"Drama,War",6.6,1040
Cry 'Havoc',1943,97,"Drama,War",7.0,1347
The Dancing Masters,1943,63,"Comedy,Romance",6.1,1213
Dead Men Walk,1943,64,"Drama,Horror",4.8,1811
December 7th,1943,82,"Action,Documentary,Drama",6.1,1071
Tarzan's Desert Mystery,1943,70,"Adventure,Mystery,War",6.1,2364
The Desperadoes,1943,87,"Action,Comedy,Western",6.4,1807
Destination Tokyo,1943,135,"Adventure,War",7.1,6118
Destroyer,1943,99,"Drama,Thriller,War",6.3,1393
Du Barry Was a Lady,1943,101,"Comedy,Musical,Romance",6.2,1852
The Falcon and the Co-eds,1943,67,"Crime,Drama,Film-Noir",6.5,1028
The Fallen Sparrow,1943,94,"Crime,Drama,Film-Noir",6.6,2118
Fires Were Started,1943,63,"Drama,War",6.4,1439
Five Graves to Cairo,1943,96,"Drama,Thriller,War",7.3,7486
Flesh and Fantasy,1943,94,"Drama,Fantasy,Horror",6.9,1339
For Whom the Bell Tolls,1943,170,"Adventure,Drama,History",6.8,10944
Frankenstein Meets the Wolf Man,1943,74,"Fantasy,Horror,Sci-Fi",6.4,10888
The Gang's All Here,1943,103,"Musical,Romance",6.6,2197
The Ghost Ship,1943,69,"Drama,Mystery,Thriller",6.6,4134
Ghosts on the Loose,1943,67,"Comedy,Horror",5.0,1710
Girl Crazy,1943,99,"Comedy,Musical",6.8,2410
It Happened at the Inn,1943,96,"Comedy,Drama,Mystery",7.5,1165
Guadalcanal Diary,1943,93,"Drama,War",6.7,2388
'Gung Ho!': The Story of Carlson's Makin Island Raiders,1943,88,"Drama,History,War",6.0,1778
A Guy Named Joe,1943,120,"Drama,Fantasy,Romance",6.9,3188
The Halfway House,1944,78,"Drama,Fantasy,Horror",6.6,1419
Hangmen Also Die!,1943,134,"Drama,Film-Noir,Thriller",7.4,7216
Heaven Can Wait,1943,112,"Comedy,Drama,Fantasy",7.3,13152
The Heavenly Body,1944,95,"Comedy,Romance",6.2,1212
Hit the Ice,1943,82,Comedy,6.7,1832
The Human Comedy,1943,117,"Comedy,Drama,Family",7.0,2700
I Walked with a Zombie,1943,69,"Drama,Fantasy,Horror",7.0,15156
Immortal Sergeant,1943,91,"Drama,Romance,War",6.6,1139
In Old Oklahoma,1943,102,"Drama,Western",6.4,1699
It Ain't Hay,1943,80,Comedy,6.5,1125
Jitterbugs,1943,75,"Comedy,Musical",6.2,1509
A Lady Takes a Chance,1943,86,"Comedy,Romance,Western",6.3,1588
Lady of Burlesque,1943,91,"Comedy,Horror,Music",6.2,3102
Lassie Come Home,1943,89,"Adventure,Drama,Family",7.1,6320
The Leopard Man,1943,66,"Film-Noir,Horror,Thriller",6.7,6474
The Life and Death of Colonel Blimp,1943,163,"Drama,Romance,War",8.0,17904
The Mad Ghoul,1943,65,"Horror,Sci-Fi,Thriller",5.8,1036
Madame Curie,1943,124,"Biography,Drama,Romance",7.2,3504
The Man in Grey,1943,90,"Drama,History,Romance",6.5,1758
The Memphis Belle: A Story of a Flying Fortress,1944,45,"Documentary,History,War",7.4,2067
Millions Like Us,1943,103,"Drama,War",6.8,1212
Mission to Moscow,1943,124,"Drama,History,War",5.4,1142
The More the Merrier,1943,104,Comedy,7.6,8079
Mr. Lucky,1943,100,"Comedy,Crime,Romance",7.1,3853
My Friend Flicka,1943,89,"Action,Drama,Family",6.5,1108
The Adventures of Baron Munchausen,1943,110,"Adventure,Comedy,Fantasy",7.0,2327
A Night to Remember,1942,91,"Comedy,Crime,Mystery",6.7,1553
No Time for Love,1943,83,"Comedy,Romance",6.8,1174
The North Star,1943,108,"Drama,Romance,War",5.9,2025
Northern Pursuit,1943,93,"Adventure,Drama,Romance",6.6,1725
Old Acquaintance,1943,110,"Drama,Romance",7.4,4138
The Outlaw,1943,116,"Action,Adventure,Drama",5.4,5323
The Ox-Bow Incident,1943,75,"Drama,Western",8.0,26715
Phantom Lady,1944,87,"Crime,Drama,Film-Noir",7.2,6378
Phantom of the Opera,1943,92,"Drama,Horror,Music",6.4,9147
Presenting Lily Mars,1943,104,"Comedy,Drama,Musical",6.8,1409
Princess O'Rourke,1943,94,"Comedy,Romance",6.7,1657
Revenge of the Zombies,1943,61,"Drama,Horror,Thriller",4.7,1002
Sahara,1943,97,"Action,Drama,War",7.5,10721
The Seventh Victim,1943,71,"Drama,Horror,Mystery",6.7,8656
Shadow of a Doubt,1943,108,"Drama,Film-Noir,Mystery",7.8,74424
Sherlock Holmes Faces Death,1943,68,"Crime,Horror,Mystery",6.9,5583
Sherlock Holmes in Washington,1943,71,"Horror,Mystery,Thriller",6.7,5131
The Sky's the Limit,1943,89,"Comedy,Musical,Romance",6.3,1292
So Proudly We Hail!,1943,126,"Drama,Romance,War",7.4,2242
Son of Dracula,1943,80,"Drama,Fantasy,Horror",6.1,6943
The Song of Bernadette,1943,156,"Biography,Drama,Mystery",7.6,8263
Stage Door Canteen,1943,132,"Comedy,Romance,War",6.2,1913
Stormy Weather,1943,78,"Comedy,Drama,Music",7.3,3072
A Stranger in Town,1943,67,"Comedy,Drama,Romance",7.1,1164
Sanshiro Sugata,1943,79,"Action,Adventure,Drama",6.7,6111
Tarzan Triumphs,1943,76,"Action,Adventure,War",6.2,2536
Tender Comrade,1943,102,"Drama,Romance,War",6.2,1093
Thank Your Lucky Stars,1943,127,"Comedy,Musical",6.7,2287
This Is the Army,1943,125,Musical,5.8,1451
This Land Is Mine,1943,103,"Drama,War",7.6,4113
Thousands Cheer,1943,125,"Comedy,Drama,Musical",6.2,1271
Titanic,1943,85,"Action,Drama,History",6.1,2008
Victory Through Air Power,1943,70,"Animation,Documentary,History",6.4,1344
Day of Wrath,1943,97,"Drama,History",8.1,11838
Watch on the Rhine,1943,114,"Drama,Thriller",7.1,5361
We Dive at Dawn,1943,98,"Action,Drama,War",6.7,1821
Address Unknown,1944,75,Drama,6.9,1309
The Adventures of Mark Twain,1944,130,"Adventure,Biography,Drama",7.1,1425
Ali Baba and the Forty Thieves,1943,87,"Adventure,Fantasy,Romance",6.3,1476
Arsenic and Old Lace,1944,118,"Comedy,Crime,Thriller",7.9,78038
Bathing Beauty,1944,101,"Comedy,Musical",6.4,2057
The Battle of Russia,1943,83,"Documentary,History,War",7.1,1715
Between Two Worlds,1944,112,"Action,Adventure,Drama",7.1,2578
The Big Noise,1944,74,"Action,Adventure,Comedy",6.3,1523
Bluebeard,1944,72,"Crime,Drama,Horror",5.9,2311
Buffalo Bill,1944,90,"Drama,Western",6.4,1810
A Canterbury Tale,1944,124,"Comedy,Drama,Mystery",7.3,7104
The Canterville Ghost,1944,95,"Comedy,Family,Fantasy",6.9,3548
Captain America,1944,244,"Action,Adventure,Sci-Fi",5.2,1261
Casanova Brown,1944,94,"Comedy,Drama,Romance",6.2,1403
Black Magic,1944,67,"Horror,Mystery",6.3,1697
Charlie Chan in the Secret Service,1944,63,Mystery,6.2,1756
Charlie Chan in the Chinese Cat,1944,66,"Comedy,Crime,Mystery",6.4,1583
Christmas Holiday,1944,93,"Crime,Drama,Film-Noir",6.4,1801
The Climax,1944,86,"Horror,Music,Thriller",5.4,1154
Cobra Woman,1944,71,"Adventure,Drama,Romance",5.7,1380
The Conspirators,1944,101,"Drama,Romance,Thriller",6.6,1747
Cover Girl,1944,107,"Comedy,Music,Musical",6.7,6352
Cry of the Werewolf,1944,63,"Crime,Drama,Horror",5.4,1430
The Curse of the Cat People,1944,70,"Drama,Fantasy,Horror",6.7,7805
Dark Waters,1944,90,"Drama,Film-Noir,Mystery",6.5,1191
Days of Glory,1944,86,"Drama,Romance,War",6.1,1538
Dead Man's Eyes,1944,64,"Crime,Drama,Film-Noir",6.0,1149
Double Indemnity,1944,107,"Crime,Drama,Film-Noir",8.3,178632
Dragon Seed,1944,148,"Drama,History,War",5.9,1408
Experiment Perilous,1944,91,"Crime,Film-Noir,Romance",6.3,2299
The Falcon in Hollywood,1944,67,"Crime,Drama,Film-Noir",6.5,1059
The Punch Bowl,1944,97,"Comedy,Family",7.7,6907
The Fighting Seabees,1944,100,"Drama,Romance,War",6.4,4146
Gaslight,1944,114,"Crime,Drama,Mystery",7.8,37021
The Best Years of Our Lives,1946,170,"Drama,Romance,War",8.1,76420
Going My Way,1944,126,"Comedy,Drama,Music",7.0,14546
The Great Moment,1944,83,"Biography,Drama",6.2,1133
Great Freedom No. 7,1944,111,"Drama,Music,Romance",7.2,1157
Guest in the House,1944,100,"Drama,Film-Noir,Mystery",6.2,1150
Hail the Conquering Hero,1944,101,"Comedy,War",7.6,5458
Henry V,1944,137,"Biography,Drama,History",7.0,7571
Torment,1944,95,"Drama,Romance",7.3,4057
Hollywood Canteen,1944,124,"Comedy,Music,Romance",7.0,2620
House of Frankenstein,1944,71,"Fantasy,Horror,Sci-Fi",6.2,8516
I'll Be Seeing You,1944,85,"Drama,Family,Romance",7.1,2731
The Most Beautiful,1944,85,Drama,5.6,2711
In Society,1944,75,"Action,Comedy,Crime",6.6,2225
The Invisible Man's Revenge,1944,78,"Crime,Horror,Mystery",5.7,3093
It Happened Tomorrow,1944,85,"Comedy,Fantasy,Romance",7.0,3279
Jane Eyre,1943,97,"Drama,Romance",7.5,10141
The Keys of the Kingdom,1944,137,"Drama,War",7.2,3374
Kismet,1944,100,"Adventure,Fantasy",6.0,1419
Laura,1944,88,"Drama,Film-Noir,Mystery",7.9,54889
Lifeboat,1944,97,"Drama,War",7.6,33165
The Lodger,1944,84,"Crime,Horror,Mystery",7.0,4351
Lost in a Harem,1944,89,"Adventure,Comedy,Romance",6.3,1345
Maria Candelaria,1944,76,"Drama,Romance",7.3,1370
The Mask of Dimitrios,1944,95,"Crime,Drama,Film-Noir",7.2,4383
Meet Me in St. Louis,1944,113,"Comedy,Drama,Family",7.5,30181
Ministry of Fear,1944,86,"Crime,Drama,Film-Noir",7.1,9508
The Miracle of Morgan's Creek,1943,98,"Comedy,Romance,War",7.5,8269
The Monster Maker,1944,62,"Horror,Sci-Fi",4.8,1355
Mr. Skeffington,1944,146,"Drama,Romance",7.5,7169
Mrs. Parkington,1944,124,"Drama,Romance",7.0,2008
The Mummy's Curse,1944,60,"Action,Drama,Fantasy",5.4,3750
The Mummy's Ghost,1944,61,"Fantasy,Horror",5.5,3808
"Murder, My Sweet",1944,95,"Crime,Drama,Film-Noir",7.5,15975
National Velvet,1944,123,"Drama,Family,Sport",7.3,8665
None But the Lonely Heart,1944,113,"Drama,Romance",6.4,3006
None Shall Escape,1944,85,"Drama,War",7.1,1370
Nothing But Trouble,1944,69,Comedy,6.3,1378
Once Upon a Time,1944,89,"Comedy,Family,Fantasy",6.1,1203
One Body Too Many,1944,75,"Comedy,Horror,Mystery",5.4,1712
Passage to Marseille,1944,109,"Adventure,Drama,Romance",6.8,5511
The Pearl of Death,1944,69,"Crime,Drama,Horror",7.1,5283
A Place of One's Own,1945,92,"Drama,Mystery,Thriller",6.2,1026
The Princess and the Pirate,1944,94,"Adventure,Comedy,Romance",6.8,2588
The Purple Heart,1944,99,"Drama,History,War",6.4,1165
The Return of the Vampire,1943,69,"Drama,Horror",6.2,3170
The Scarlet Claw,1944,74,"Crime,Horror,Mystery",7.2,6343
The Seventh Cross,1944,112,"Drama,Film-Noir,Mystery",7.4,3276
Since You Went Away,1944,177,"Drama,Romance,War",7.5,5417
The Spider Woman,1943,63,"Horror,Mystery,Thriller",7.0,5592
The Story of Dr. Wassell,1944,140,"Action,Adventure,Drama",6.6,1194
The Fighting Sullivans,1944,112,"Biography,Drama,History",7.4,2511
The Suspect,1944,85,"Drama,Film-Noir,Thriller",7.3,3859
Tall in the Saddle,1944,87,"Drama,Western",6.9,3904
The Thin Man Goes Home,1944,100,"Comedy,Crime,Film-Noir",7.3,6758
Thirty Seconds Over Tokyo,1944,138,"Drama,History,War",7.2,6952
This Happy Breed,1944,115,"Comedy,Drama",7.3,4475
To Have and Have Not,1944,100,"Adventure,Comedy,Drama",7.8,40527
Two Girls and a Sailor,1944,124,"Comedy,Drama,Music",6.6,1009
Uncertain Glory,1944,102,"Crime,Drama,Romance",7.1,1641
The Uninvited,1944,99,"Fantasy,Horror,Mystery",7.2,13369
Up in Arms,1944,105,"Comedy,Musical",6.2,1240
Voodoo Man,1944,62,"Crime,Drama,Horror",5.2,1337
The Way Ahead,1944,91,"Drama,War",6.9,2413
Weird Woman,1944,63,"Horror,Mystery",6.2,1286
When Strangers Marry,1944,67,"Crime,Drama,Film-Noir",6.5,1483
The Whistler,1944,59,"Film-Noir,Mystery",6.3,1375
The White Cliffs of Dover,1944,126,"Drama,Romance,War",7.0,1994
Wilson,1944,154,"Biography,Drama,History",6.3,1832
Wing and a Prayer,1944,97,"Action,Drama,War",6.6,1703
The Woman in the Window,1944,107,"Crime,Drama,Film-Noir",7.6,19137
Bud Abbott and Lou Costello in Hollywood,1945,83,Comedy,6.3,2517
Adventure,1945,125,"Comedy,Drama,Romance",6.2,1320
Along Came Jones,1945,90,"Comedy,Romance,Western",6.5,2621
Anchors Aweigh,1945,140,"Comedy,Fantasy,Musical",7.0,9895
And Then There Were None,1945,97,"Crime,Drama,Mystery",7.3,18138
Back to Bataan,1945,95,"Drama,War",6.6,4582
The Bells of St. Mary's,1945,126,Drama,7.2,10185
Blood on the Sun,1945,94,"Drama,Romance,Thriller",6.0,2478
The Body Snatcher,1945,78,"Horror,Thriller",7.3,11120
Brewster's Millions,1945,79,"Comedy,Romance",6.6,1675
Brief Encounter,1945,86,"Drama,Romance",8.0,47725
The Bullfighters,1945,61,"Adventure,Comedy,Musical",6.2,1522
Captain Kidd,1945,90,"Adventure,Biography,Drama",6.3,2367
Christmas in Connecticut,1945,101,"Comedy,Romance",7.3,13156
The Clock,1945,90,"Comedy,Drama,Romance",7.3,4353
Confidential Agent,1945,118,"Drama,Thriller",6.5,1532
Conflict,1945,86,"Drama,Film-Noir,Mystery",7.2,5285
The Corn Is Green,1945,115,Drama,7.3,3415
Cornered,1945,102,"Drama,Film-Noir,Thriller",6.6,2748
Dakota,1945,82,Western,6.0,1847
The Ladies of the Bois de Boulogne,1945,86,"Drama,Romance",7.1,5111
Danger Signal,1945,78,"Crime,Drama,Film-Noir",6.6,1181
Dead of Night,1945,77,"Drama,Fantasy,Horror",7.5,15553
Detour,1945,66,"Crime,Drama,Film-Noir",7.3,21513
Dick Tracy,1945,61,"Action,Crime,Family",5.9,1791
Dillinger,1945,70,"Biography,Crime,Drama",6.5,2302
The Enchanted Cottage,1945,91,"Drama,Fantasy,Romance",7.5,3776
Children of Paradise,1945,189,"Drama,Romance",8.3,22228
Escape in the Fog,1945,63,"Adventure,Drama,Film-Noir",5.9,1272
Fallen Angel,1945,98,"Crime,Film-Noir,Mystery",7.0,7124
Flame of Barbary Coast,1945,91,"Drama,Musical,Romance",6.2,1765
Fog Island,1945,72,"Drama,Horror,Mystery",5.3,1132
The Frozen Ghost,1945,61,"Horror,Mystery,Romance",5.8,1266
The Great Flamarion,1945,78,"Crime,Drama,Film-Noir",6.5,1581
Hangover Square,1945,77,"Crime,Drama,Horror",7.3,4454
Here Come the Co-eds,1945,90,Comedy,6.6,1557
The Horn Blows at Midnight,1945,78,"Comedy,Fantasy,Music",6.6,1610
House of Dracula,1945,67,"Fantasy,Horror,Sci-Fi",5.7,6716
The House of Fear,1945,69,"Crime,Drama,Film-Noir",7.2,6009
The House on 92nd Street,1945,88,"Crime,Drama,Film-Noir",6.6,3494
I Accuse My Parents,1944,68,"Crime,Drama",2.6,3131
I Know Where I'm Going!,1945,92,"Drama,Romance",7.4,11035
Isle of the Dead,1945,71,"Drama,Horror,Mystery",6.5,5734
"Ivan the Terrible, Part I",1944,95,"Biography,Drama,History",7.6,11549
The Jade Mask,1945,66,"Horror,Mystery",6.2,1412
Johnny Angel,1945,79,"Crime,Drama,Film-Noir",6.2,1380
Lady on a Train,1945,94,"Comedy,Crime,Film-Noir",6.7,2776
Leave Her to Heaven,1945,110,"Drama,Film-Noir,Romance",7.6,16331
The Lost Weekend,1945,101,"Drama,Film-Noir",7.9,42694
Love Letters,1945,101,"Drama,Mystery,Romance",7.0,1987
Mildred Pierce,1945,111,"Crime,Drama,Film-Noir",7.9,30767
"Murder, He Says",1945,91,"Comedy,Horror,Mystery",6.9,2257
My Name Is Julia Ross,1945,65,"Crime,Drama,Film-Noir",7.0,4058
The Naughty Nineties,1945,76,Comedy,7.0,2286
"Objective, Burma!",1945,142,"Action,Adventure,Drama",7.3,5866
Our Vines Have Tender Grapes,1945,105,"Drama,Family",7.6,2576
Vacation from Marriage,1945,102,"Drama,Romance",7.1,1703
The Pearl,1947,85,"Adventure,Drama,Romance",7.4,1219
The Picture of Dorian Gray,1945,110,"Drama,Fantasy,Horror",7.5,15746
Pride of the Marines,1945,120,"Biography,Drama,Romance",7.3,1772
Pursuit to Algiers,1945,65,"Adventure,Crime,Mystery",6.7,4446
Rhapsody in Blue,1945,135,"Biography,Drama,Musical",7.1,1902
Road to Utopia,1945,90,"Adventure,Comedy,Family",7.1,3945
A Royal Scandal,1945,94,"Comedy,Drama,History",6.7,1296
San Antonio,1945,109,Western,6.3,2030
Saratoga Trunk,1945,135,"Drama,Romance,Western",6.3,1722
The Scarlet Clue,1945,65,Mystery,6.3,1663
Scarlet Street,1945,102,"Crime,Drama,Film-Noir",7.7,20835
The Shanghai Cobra,1945,64,Mystery,6.4,1365
Son of Lassie,1945,102,"Adventure,Drama,Family",6.4,1006
A Song to Remember,1945,113,"Biography,Drama,Music",6.6,1732
The Southerner,1945,92,"Drama,Western",7.1,4224
The Spanish Main,1945,100,"Adventure,Drama,Romance",6.3,2078
Spellbound,1945,111,"Drama,Film-Noir,Mystery",7.5,55824
State Fair,1945,100,"Comedy,Drama,Musical",7.0,4826
Story of G.I. Joe,1945,108,"Biography,Drama,War",7.2,4217
The Strange Affair of Uncle Harry,1945,80,"Drama,Film-Noir",6.8,2165
Strange Illusion,1945,87,"Crime,Drama,Film-Noir",6.2,1302
Tarzan and the Amazons,1945,76,"Action,Adventure",6.2,2722
They Were Expendable,1945,135,"Drama,War",7.2,9986
The Three Caballeros,1944,71,"Animation,Comedy,Family",6.3,16788
Tonight and Every Night,1945,92,"Drama,Musical,War",6.3,1243
The Men Who Tread on the Tiger's Tail,1945,59,"Adventure,Drama,Thriller",6.7,4767
A Tree Grows in Brooklyn,1945,129,"Drama,Family,Romance",8.0,8912
Two O'Clock Courage,1945,68,"Crime,Drama,Film-Noir",6.5,1501
The Valley of Decision,1945,119,"Drama,Romance",7.3,2626
A Walk in the Sun,1945,117,"Drama,War",6.9,4456
Johnny in the Clouds,1945,87,"Drama,Romance,War",7.3,1778
Week-End at the Waldorf,1945,130,"Comedy,Drama,Music",6.6,1494
The Wicked Lady,1945,97,"Adventure,Drama,Romance",6.8,1819
Without Love,1945,111,"Comedy,Romance",6.6,2918
The Woman in Green,1945,68,"Crime,Drama,Horror",6.6,7520
Wonder Man,1945,98,"Comedy,Fantasy,Musical",6.8,2664
Yolanda and the Thief,1945,108,"Fantasy,Musical,Romance",5.9,1228
"Sanshiro Sugata, Part Two",1945,83,"Action,Adventure,Drama",6.0,3022
Zombies on Broadway,1945,69,"Comedy,Fantasy,Horror",5.2,1035
13 Rue Madeleine,1947,95,"Action,Adventure,Drama",6.9,3270
Abilene Town,1946,89,"Drama,Western",6.2,1476
I See a Dark Stranger,1946,98,"Comedy,Drama,Thriller",6.9,1984
Angel on My Shoulder,1946,100,"Adventure,Comedy,Fantasy",6.8,3359
Anna and the King of Siam,1946,128,"Biography,Drama,Romance",7.0,2816
The Battle of the Rails,1946,85,"Drama,History,War",7.0,1449
The Beast with Five Fingers,1946,88,"Drama,Horror,Mystery",6.5,3350
Bedlam,1946,79,"Drama,Horror,Thriller",6.8,4715
Behind Green Lights,1946,64,"Drama,Film-Noir,Mystery",6.4,1219
Beauty and the Beast,1946,93,"Drama,Fantasy,Romance",7.9,29536
The Big Sleep,1946,114,"Crime,Drama,Film-Noir",7.9,94538
Black Angel,1946,81,"Adventure,Crime,Drama",6.9,4323
Blithe Spirit,1945,96,"Comedy,Fantasy",7.0,9016
The Blue Dahlia,1946,96,"Crime,Drama,Film-Noir",7.1,10286
Blue Skies,1946,99,"Comedy,Musical,Romance",6.4,1665
The Brute Man,1946,58,"Drama,Horror,Thriller",4.4,1670
